timestamp,cpu,ram
2025-01-03 12:49:50.757500,37.5,72.2
2025-01-03 12:49:52.759949,53.1,74.1
2025-01-03 12:49:54.762983,42.8,74.5
2025-01-03 12:49:56.766084,56.8,75.3
2025-01-03 12:49:58.769025,40.0,75.2
2025-01-03 12:50:00.771956,28.5,75.7
2025-01-03 12:50:02.774975,31.3,75.9
2025-01-03 12:50:04.777666,37.6,76.2
2025-01-03 12:50:06.779859,18.6,76.0
2025-01-03 12:50:08.782747,45.7,69.9
