timestamp,cpu,ram
2025-01-03 13:00:15.742502,36.2,66.2
2025-01-03 13:00:17.746911,57.5,70.5
2025-01-03 13:00:19.749904,62.7,78.5
2025-01-03 13:00:21.752740,76.4,87.2
2025-01-03 13:00:23.755777,77.6,94.6
